participant_id,task_id,scenario_id,scenario_persona,chosen_hotel_id,chosen_hotel_name,chosen_room_id,chosen_room_name,room_price_lkr,room_board,room_refundable,room_size_sqm,n_rooms_offered,is_attention_check,attention_pass,decision_ms,time_to_first_interaction_ms,n_hotels_opened,revisions,room_revisions,submitted_at
f34b8e4a-45b8-4753-ac18-67671dd0f36f,t4,t4,Family on holiday,lp76eba,Radisson Hotel Colombo,7559276-RO-RFN,Superior Room,27402,Room Only,true,24,5,false,,1336,570,1,0,0,2026-08-20T00:41:51.481Z
e8f10ca2-2092-4423-b5ac-95b47490bd9c,t4,t4,Family on holiday,lp65589ffb,MaRadha Colombo,8208286-RO-RFN,Standard Double Room,35408,Room Only,true,27,2,false,,1188,438,1,0,0,2026-08-20T00:41:51.491Z
1204e8ed-2cd1-4ee2-bc0d-e7ec142f0d26,t4,t4,Family on holiday,lp76eba,Radisson Hotel Colombo,7559276-RO-RFN,Superior Room,27402,Room Only,true,24,5,false,,1557,760,1,0,0,2026-08-20T00:41:51.543Z
8d8e6ec7-08e3-43fc-b5b5-1e5ca126ac3f,t4,t4,Family on holiday,lpb1537,Shangri-La Colombo,2416733-RO-NRF,Deluxe Lake View King,68781,Room Only,false,42,5,false,,1739,133,1,0,0,2026-08-20T00:41:51.601Z
2369719c-a47d-4c46-8221-7415c5e4f121,t4,t4,Family on holiday,lp76eba,Radisson Hotel Colombo,7559276-RO-RFN,Superior Room,27402,Room Only,true,24,5,false,,1058,276,1,0,0,2026-08-20T00:41:51.611Z
bce61c24-2404-40d3-b40c-67efee431588,t4,t4,Family on holiday,lp65589ffb,MaRadha Colombo,8208286-RO-RFN,Standard Double Room,35408,Room Only,true,27,2,false,,1662,78,1,0,0,2026-08-20T00:41:52.106Z
131610f4-8e2e-480f-9553-dd6f86700326,t4,t4,Family on holiday,lp6e625,Hotel Janaki,479121-BI-RFN,Deluxe Room with Pool View,15319,Breakfast Included,true,14,2,false,,1661,97,1,0,0,2026-08-20T00:41:52.312Z
5075fcf2-7156-47de-abb1-ddb0ad669d2e,t4,t4,Family on holiday,lp5f0e5,Paradise Road Tintagel Colombo,476937-RO-RFN,Executive Suite,96633,Room Only,true,32,2,false,,1691,106,1,0,0,2026-08-20T00:41:52.323Z
6d22d6e8-b4bd-4807-bc49-d881476cd2fa,t5,t5,Light sleeper,lp72a36,Best Western Elyon Colombo,1459894716-RO-RFN,"Deluxe Room, 2 Twin Beds, Non Smoking",19568,Room Only,true,,3,false,,1664,70,1,0,0,2026-08-20T00:41:53.334Z
f34b8e4a-45b8-4753-ac18-67671dd0f36f,t5,t5,Light sleeper,lp6e625,Hotel Janaki,479119-BI-RFN,Deluxe Double Room,15319,Breakfast Included,true,14,2,false,,1568,803,1,0,0,2026-08-20T00:41:53.557Z
e8f10ca2-2092-4423-b5ac-95b47490bd9c,t5,t5,Light sleeper,lp67708,Supun Arcade Residency,481434-RO-RFN,One-Bedroom Apartment with 15% Discount on Food & Beverage,20768,Room Only,true,121,5,false,,1599,11,1,0,0,2026-08-20T00:41:53.575Z
2369719c-a47d-4c46-8221-7415c5e4f121,t5,t5,Light sleeper,lp6e625,Hotel Janaki,479121-BI-RFN,Deluxe Room with Pool View,15319,Breakfast Included,true,14,2,false,,1280,496,1,0,0,2026-08-20T00:41:53.674Z
1204e8ed-2cd1-4ee2-bc0d-e7ec142f0d26,t5,t5,Light sleeper,lp6e625,Hotel Janaki,479119-BI-RFN,Deluxe Double Room,15319,Breakfast Included,true,14,2,false,,1568,804,1,0,0,2026-08-20T00:41:53.818Z
8d8e6ec7-08e3-43fc-b5b5-1e5ca126ac3f,t5,t5,Light sleeper,lp67708,Supun Arcade Residency,481434-RO-RFN,One-Bedroom Apartment with 15% Discount on Food & Beverage,20768,Room Only,true,121,5,false,,1274,473,1,0,0,2026-08-20T00:41:53.953Z
5075fcf2-7156-47de-abb1-ddb0ad669d2e,t5,t5,Light sleeper,lp72a36,Best Western Elyon Colombo,513432-RO-RFN,Deluxe King Room,19568,Room Only,true,24,3,false,,1508,735,1,0,0,2026-08-20T00:41:54.263Z
bce61c24-2404-40d3-b40c-67efee431588,t5,t5,Light sleeper,lp72a36,Best Western Elyon Colombo,513432-RO-RFN,Deluxe King Room,19568,Room Only,true,24,3,false,,1751,155,1,0,0,2026-08-20T00:41:54.269Z
131610f4-8e2e-480f-9553-dd6f86700326,t5,t5,Light sleeper,lp6e625,Hotel Janaki,479119-BI-RFN,Deluxe Double Room,15319,Breakfast Included,true,14,2,false,,1671,85,1,0,0,2026-08-20T00:41:54.425Z
6d22d6e8-b4bd-4807-bc49-d881476cd2fa,t6,t6,Beach weekender,lp76eba,Radisson Hotel Colombo,7559276-RO-RFN,Superior Room,27402,Room Only,true,24,5,false,,1942,174,1,0,0,2026-08-20T00:41:55.663Z
e8f10ca2-2092-4423-b5ac-95b47490bd9c,t6,t6,Beach weekender,lp40d3f,Global Towers Hotel & Apartments,476929-RO-RFN,Two-Bedroom Apartment with Sea View/City view,41030,Room Only,true,124,3,false,,1776,87,1,0,0,2026-08-20T00:41:55.800Z
f34b8e4a-45b8-4753-ac18-67671dd0f36f,t6,t6,Beach weekender,lp67708,Supun Arcade Residency,481434-BI-RFN,One-Bedroom Apartment with 15% Discount on Food & Beverage,24663,Breakfast Included,true,121,5,false,,1791,79,1,0,0,2026-08-20T00:41:55.800Z
1204e8ed-2cd1-4ee2-bc0d-e7ec142f0d26,t6,t6,Beach weekender,lp40d3f,Global Towers Hotel & Apartments,476929-RO-RFN,Two-Bedroom Apartment with Sea View/City view,41030,Room Only,true,124,3,false,,1212,395,1,0,0,2026-08-20T00:41:55.817Z
2369719c-a47d-4c46-8221-7415c5e4f121,t6,t6,Beach weekender,lp6f007,Clock Inn Colombo,1321691606-BI-RFN,Family Quadruple Room,16763,Breakfast Included,true,25,2,false,,1739,66,1,0,0,2026-08-20T00:41:55.915Z
8d8e6ec7-08e3-43fc-b5b5-1e5ca126ac3f,t6,t6,Beach weekender,lp67708,Supun Arcade Residency,481434-RO-RFN,One-Bedroom Apartment with 15% Discount on Food & Beverage,20768,Room Only,true,121,5,false,,1508,675,1,0,0,2026-08-20T00:41:55.927Z
bce61c24-2404-40d3-b40c-67efee431588,t6,t6,Beach weekender,lp40d3f,Global Towers Hotel & Apartments,476929-RO-RFN,Two-Bedroom Apartment with Sea View/City view,41030,Room Only,true,124,3,false,,1880,122,1,0,0,2026-08-20T00:41:56.547Z
131610f4-8e2e-480f-9553-dd6f86700326,t6,t6,Beach weekender,lp6f007,Clock Inn Colombo,1321691605-BI-RFN,Standard Double Room,13715,Breakfast Included,true,25,2,false,,1821,96,1,0,0,2026-08-20T00:41:56.657Z
5075fcf2-7156-47de-abb1-ddb0ad669d2e,t6,t6,Beach weekender,lpb1537,Shangri-La Colombo,2416733-RO-NRF,Deluxe Lake View King,68781,Room Only,false,42,5,false,,2003,125,1,0,0,2026-08-20T00:41:56.887Z
6d22d6e8-b4bd-4807-bc49-d881476cd2fa,t7,t7,Long-stay consultant,lp857b8,Zylan Colombo,1461137737-RO-RFN,Deluxe Triple Room,35761,Room Only,true,32,5,false,,1741,142,1,0,0,2026-08-20T00:41:57.842Z
f34b8e4a-45b8-4753-ac18-67671dd0f36f,t7,t7,Long-stay consultant,lpc0df6,Fern Colombo,4237595-RO-RFN,King Room,16245,Room Only,true,25,2,false,,1629,23,1,0,0,2026-08-20T00:41:57.962Z
1204e8ed-2cd1-4ee2-bc0d-e7ec142f0d26,t7,t7,Long-stay consultant,lp5f0e5,Paradise Road Tintagel Colombo,476937-BI-RFN,Executive Suite,105766,Breakfast Included,true,32,2,false,,1683,43,1,0,0,2026-08-20T00:41:57.974Z
e8f10ca2-2092-4423-b5ac-95b47490bd9c,t7,t7,Long-stay consultant,lpc0df6,Fern Colombo,4237597-RO-RFN,Deluxe Twin Room,16245,Room Only,true,25,2,false,,1773,157,1,0,0,2026-08-20T00:41:57.975Z
2369719c-a47d-4c46-8221-7415c5e4f121,t7,t7,Long-stay consultant,lp857b8,Zylan Colombo,481438-RO-RFN,Executive Room with Jacuzzi - 10% off on Food & Beverage,34557,Room Only,true,60,5,false,,1249,452,1,0,0,2026-08-20T00:41:58.154Z
8d8e6ec7-08e3-43fc-b5b5-1e5ca126ac3f,t7,t7,Long-stay consultant,lp656d40c7,Sheraton Colombo Hotel,5289365-RO-RFN,Deluxe King Room with City View with 15% spa discount per room + 15% F&B discount per room + Early check in an,56627,Room Only,true,36,5,false,,1675,67,1,0,0,2026-08-20T00:41:58.670Z
bce61c24-2404-40d3-b40c-67efee431588,t7,t7,Long-stay consultant,lpc0df6,Fern Colombo,4237597-RO-RFN,Deluxe Twin Room,16245,Room Only,true,25,2,false,,1762,83,1,0,0,2026-08-20T00:41:58.781Z
131610f4-8e2e-480f-9553-dd6f86700326,t7,t7,Long-stay consultant,lp6f007,Clock Inn Colombo,1321691606-BI-RFN,Family Quadruple Room,16763,Breakfast Included,true,25,2,false,,2021,116,1,0,0,2026-08-20T00:41:59.092Z
5075fcf2-7156-47de-abb1-ddb0ad669d2e,t7,t7,Long-stay consultant,lp857b8,Zylan Colombo,1461137737-RO-RFN,Deluxe Triple Room,35761,Room Only,true,32,5,false,,1708,586,1,0,0,2026-08-20T00:41:59.361Z
6d22d6e8-b4bd-4807-bc49-d881476cd2fa,t8,t8,Value-seeking couple,lp656d40c7,Sheraton Colombo Hotel,5289360-RO-RFN,Deluxe Twin Room with City View with 15% spa discount per room + 15% F&B discount per room + Early check in an,56627,Room Only,true,36,5,false,,2027,507,1,0,0,2026-08-20T00:42:00.766Z
1204e8ed-2cd1-4ee2-bc0d-e7ec142f0d26,t8,t8,Value-seeking couple,lpb1537,Shangri-La Colombo,2416743-RO-NRF,Deluxe Lake View Twin,68781,Room Only,false,42,5,false,,2716,190,1,0,0,2026-08-20T00:42:01.076Z
8d8e6ec7-08e3-43fc-b5b5-1e5ca126ac3f,t8,t8,Value-seeking couple,lp656d40c7,Sheraton Colombo Hotel,5289360-RO-RFN,Deluxe Twin Room with City View with 15% spa discount per room + 15% F&B discount per room + Early check in an,56627,Room Only,true,36,5,false,,2009,792,1,0,0,2026-08-20T00:42:01.092Z
f34b8e4a-45b8-4753-ac18-67671dd0f36f,t8,t8,Value-seeking couple,lp656d40c7,Sheraton Colombo Hotel,5289365-RO-RFN,Deluxe King Room with City View with 15% spa discount per room + 15% F&B discount per room + Early check in an,56627,Room Only,true,36,5,false,,2774,206,1,0,0,2026-08-20T00:42:01.142Z
e8f10ca2-2092-4423-b5ac-95b47490bd9c,t8,t8,Value-seeking couple,lp656d3aa9,Sofia Colombo City Hotel,5336222-RO-RFN,Deluxe Twin Room with Sea View,27990,Room Only,true,21,3,false,,2739,174,1,0,0,2026-08-20T00:42:01.166Z
2369719c-a47d-4c46-8221-7415c5e4f121,t8,t8,Value-seeking couple,lp71118,CityRest Fort,497279-RO-RFN,Standard Twin Room,11502,Room Only,true,15,2,false,,2557,120,1,0,0,2026-08-20T00:42:01.297Z
5075fcf2-7156-47de-abb1-ddb0ad669d2e,t8,t8,Value-seeking couple,lp5f0e5,Paradise Road Tintagel Colombo,476937-BI-RFN,Executive Suite,105766,Breakfast Included,true,32,2,false,,2015,17,1,0,0,2026-08-20T00:42:01.869Z
bce61c24-2404-40d3-b40c-67efee431588,t8,t8,Value-seeking couple,lp656d3aa9,Sofia Colombo City Hotel,5336222-RO-RFN,Deluxe Twin Room with Sea View,27990,Room Only,true,21,3,false,,2103,53,1,0,0,2026-08-20T00:42:01.874Z
131610f4-8e2e-480f-9553-dd6f86700326,t8,t8,Value-seeking couple,lp6e625,Hotel Janaki,479119-BI-RFN,Deluxe Double Room,15319,Breakfast Included,true,14,2,false,,2097,65,1,0,0,2026-08-20T00:42:02.092Z
6d22d6e8-b4bd-4807-bc49-d881476cd2fa,t9,t9,Remote worker,lp76eba,Radisson Hotel Colombo,7559276-RO-RFN,Superior Room,27402,Room Only,true,24,5,false,,1840,109,1,0,0,2026-08-20T00:42:03.062Z
1204e8ed-2cd1-4ee2-bc0d-e7ec142f0d26,t9,t9,Remote worker,lp5f0e5,Paradise Road Tintagel Colombo,476937-BI-RFN,Executive Suite,105766,Breakfast Included,true,32,2,false,,1811,149,1,0,0,2026-08-20T00:42:03.297Z
f34b8e4a-45b8-4753-ac18-67671dd0f36f,t9,t9,Remote worker,lp40d3f,Global Towers Hotel & Apartments,476929-RO-RFN,Two-Bedroom Apartment with Sea View/City view,41030,Room Only,true,124,3,false,,1879,95,1,0,0,2026-08-20T00:42:03.410Z
e8f10ca2-2092-4423-b5ac-95b47490bd9c,t9,t9,Remote worker,lp76eba,Radisson Hotel Colombo,7559276-BI-RFN,Superior Room,36248,Breakfast Included,true,24,5,false,,1859,86,1,0,0,2026-08-20T00:42:03.412Z
8d8e6ec7-08e3-43fc-b5b5-1e5ca126ac3f,t9,t9,Remote worker,lpb1537,Shangri-La Colombo,2416733-RO-NRF,Deluxe Lake View King,68781,Room Only,false,42,5,false,,1923,123,1,0,0,2026-08-20T00:42:03.419Z
2369719c-a47d-4c46-8221-7415c5e4f121,t9,t9,Remote worker,lp67708,Supun Arcade Residency,481434-RO-RFN,One-Bedroom Apartment with 15% Discount on Food & Beverage,20768,Room Only,true,121,5,false,,1712,783,1,0,0,2026-08-20T00:42:03.627Z
131610f4-8e2e-480f-9553-dd6f86700326,t9,t9,Remote worker,lp40d3f,Global Towers Hotel & Apartments,476927-RO-RFN,Double or Twin Room,16041,Room Only,true,27,3,false,,1549,731,1,0,0,2026-08-20T00:42:04.051Z
5075fcf2-7156-47de-abb1-ddb0ad669d2e,t9,t9,Remote worker,lp656d40c7,Sheraton Colombo Hotel,5289365-RO-RFN,Deluxe King Room with City View with 15% spa discount per room + 15% F&B discount per room + Early check in an,56627,Room Only,true,36,5,false,,1839,132,1,0,0,2026-08-20T00:42:04.087Z
bce61c24-2404-40d3-b40c-67efee431588,t9,t9,Remote worker,lp76eba,Radisson Hotel Colombo,7559276-RO-RFN,Superior Room,27402,Room Only,true,24,5,false,,1826,119,1,0,0,2026-08-20T00:42:04.094Z
6d22d6e8-b4bd-4807-bc49-d881476cd2fa,t10,t10,Business traveller,lp5f0e5,Paradise Road Tintagel Colombo,476937-RO-RFN,Executive Suite,96633,Room Only,true,32,2,false,,1727,114,1,0,0,2026-08-20T00:42:05.213Z
1204e8ed-2cd1-4ee2-bc0d-e7ec142f0d26,t10,t10,Business traveller,lp5f0e5,Paradise Road Tintagel Colombo,476937-RO-RFN,Executive Suite,96633,Room Only,true,32,2,false,,1734,125,1,0,0,2026-08-20T00:42:05.426Z
2369719c-a47d-4c46-8221-7415c5e4f121,t10,t10,Business traveller,lpc0df6,Fern Colombo,4237597-RO-RFN,Deluxe Twin Room,16245,Room Only,true,25,2,false,,1558,794,1,0,0,2026-08-20T00:42:05.643Z
e8f10ca2-2092-4423-b5ac-95b47490bd9c,t10,t10,Business traveller,lp5f0e5,Paradise Road Tintagel Colombo,476937-RO-RFN,Executive Suite,96633,Room Only,true,32,2,false,,1817,193,1,0,0,2026-08-20T00:42:05.734Z
f34b8e4a-45b8-4753-ac18-67671dd0f36f,t10,t10,Business traveller,lp857b8,Zylan Colombo,481438-RO-RFN,Executive Room with Jacuzzi - 10% off on Food & Beverage,34557,Room Only,true,60,5,false,,1754,128,1,0,0,2026-08-20T00:42:05.851Z
8d8e6ec7-08e3-43fc-b5b5-1e5ca126ac3f,t10,t10,Business traveller,lp5f0e5,Paradise Road Tintagel Colombo,476937-BI-RFN,Executive Suite,105766,Breakfast Included,true,32,2,false,,1718,96,1,0,0,2026-08-20T00:42:06.173Z
bce61c24-2404-40d3-b40c-67efee431588,t10,t10,Business traveller,lp5f0e5,Paradise Road Tintagel Colombo,476937-RO-RFN,Executive Suite,96633,Room Only,true,32,2,false,,1693,67,1,0,0,2026-08-20T00:42:06.284Z
5075fcf2-7156-47de-abb1-ddb0ad669d2e,t10,t10,Business traveller,lp5f0e5,Paradise Road Tintagel Colombo,476937-RO-RFN,Executive Suite,96633,Room Only,true,32,2,false,,1755,106,1,0,0,2026-08-20T00:42:06.978Z
6d22d6e8-b4bd-4807-bc49-d881476cd2fa,t_attn,t_attn,Attention check,lpb1537,Shangri-La Colombo,2416743-RO-NRF,Deluxe Lake View Twin,68781,Room Only,false,42,5,true,true,1707,70,1,0,0,2026-08-20T00:42:07.552Z
1204e8ed-2cd1-4ee2-bc0d-e7ec142f0d26,t_attn,t_attn,Attention check,lp5f0e5,Paradise Road Tintagel Colombo,476937-BI-RFN,Executive Suite,105766,Breakfast Included,true,32,2,true,false,1748,144,1,0,0,2026-08-20T00:42:07.619Z
8d8e6ec7-08e3-43fc-b5b5-1e5ca126ac3f,t_attn,t_attn,Attention check,lp9855f,Fairway Colombo - Sri Lanka's First Hotel With Robot Technology,1459963988-RO-RFN,Superior Twin Room,28429,Room Only,true,22,5,true,false,1236,398,1,0,0,2026-08-20T00:42:07.815Z
f34b8e4a-45b8-4753-ac18-67671dd0f36f,t_attn,t_attn,Attention check,lp655a9e91,Zest Metropole,4358364-RO-RFN,Deluxe Double Room,21223,Room Only,true,20,5,true,false,1515,681,1,0,0,2026-08-20T00:42:07.862Z
2369719c-a47d-4c46-8221-7415c5e4f121,t_attn,t_attn,Attention check,lp71118,CityRest Fort,1459617182-RO-RFN,Standard Double Room,11502,Room Only,true,,2,true,false,1756,84,1,0,0,2026-08-20T00:42:07.867Z
e8f10ca2-2092-4423-b5ac-95b47490bd9c,t_attn,t_attn,Attention check,lp81760,The Steuart by Citrus,1459938501-BI-NRF,"Premium Room, City View - Early check-in or late check-out subject to availability",25519,Breakfast Included,false,123,5,true,false,1767,131,1,0,0,2026-08-20T00:42:07.931Z
5075fcf2-7156-47de-abb1-ddb0ad669d2e,t_attn,t_attn,Attention check,lp9855f,Fairway Colombo - Sri Lanka's First Hotel With Robot Technology,1459638294-BI-RFN,Superior Balcony Room,32800,Breakfast Included,true,31,5,true,false,982,187,1,0,0,2026-08-20T00:42:08.398Z
bce61c24-2404-40d3-b40c-67efee431588,t_attn,t_attn,Attention check,lpb1537,Shangri-La Colombo,2416733-RO-NRF,Deluxe Lake View King,68781,Room Only,false,42,5,true,true,1860,84,1,0,0,2026-08-20T00:42:08.570Z
0520f80a-c24a-4655-9d29-2a5f067a2f1d,t1,t1,Evening walker,lpb1537,Shangri-La Colombo,2416743-RO-NRF,Deluxe Lake View Twin,68781,Room Only,false,42,5,false,,2256,539,1,0,0,2026-08-20T00:42:28.171Z
99c43f3d-ba82-4d57-ae05-279f004d5cd4,t1,t1,Evening walker,lp3e58e,The Kingsbury Colombo,479092-RO-RFN,Superior Room,37025,Room Only,true,23,2,false,,2210,514,1,0,0,2026-08-20T00:42:28.450Z
5ad40679-2dd0-45a4-a201-49e329e67ca0,t1,t1,Evening walker,lp3e58e,The Kingsbury Colombo,479092-RO-RFN,Superior Room,37025,Room Only,true,23,2,false,,2234,515,1,0,0,2026-08-20T00:42:28.485Z
386a2e50-f6d5-4f5d-8326-4d82aa45e1df,t1,t1,Evening walker,lp6f007,Clock Inn Colombo,1321691606-BI-RFN,Family Quadruple Room,16763,Breakfast Included,true,25,2,false,,2284,517,1,0,0,2026-08-20T00:42:28.568Z
cc75c81c-73ca-4fbb-b683-4b94a44ef082,t1,t1,Evening walker,lpb1537,Shangri-La Colombo,2416743-RO-NRF,Deluxe Lake View Twin,68781,Room Only,false,42,5,false,,2405,521,1,0,0,2026-08-20T00:42:29.084Z
4336cb21-3b8e-44c3-bbac-5428dddbbfc8,t1,t1,Evening walker,lp81760,The Steuart by Citrus,1459938501-RO-NRF,"Premium Room, City View - Early check-in or late check-out subject to availability",22604,Room Only,false,123,5,false,,2384,521,1,0,0,2026-08-20T00:42:29.133Z
8f08f159-568e-4eb3-b871-89778683060b,t1,t1,Evening walker,lp6e625,Hotel Janaki,479121-BI-RFN,Deluxe Room with Pool View,15319,Breakfast Included,true,14,2,false,,2393,520,1,0,0,2026-08-20T00:42:29.347Z
9a5e81bd-2014-4d20-9cff-a17707c085c1,t1,t1,Evening walker,lp65589ffb,MaRadha Colombo,8208286-RO-RFN,Standard Double Room,35408,Room Only,true,27,2,false,,2438,520,1,0,0,2026-08-20T00:42:29.369Z
42d3930b-afe2-4d01-bcf9-951e0abd3857,t1,t1,Evening walker,lp6e625,Hotel Janaki,479119-BI-RFN,Deluxe Double Room,15319,Breakfast Included,true,14,2,false,,2265,509,1,0,0,2026-08-20T00:42:29.584Z
8225771d-761c-4ff8-b09b-9d7c598f284e,t1,t1,Evening walker,lpb1537,Shangri-La Colombo,2416743-RO-NRF,Deluxe Lake View Twin,68781,Room Only,false,42,5,false,,2352,515,1,0,0,2026-08-20T00:42:29.615Z
0520f80a-c24a-4655-9d29-2a5f067a2f1d,t2,t2,Business traveller,lpb1537,Shangri-La Colombo,2416743-RO-NRF,Deluxe Lake View Twin,68781,Room Only,false,42,5,false,,1754,145,1,0,0,2026-08-20T00:42:30.763Z
4336cb21-3b8e-44c3-bbac-5428dddbbfc8,t2,t2,Business traveller,lp72a36,Best Western Elyon Colombo,513432-RO-RFN,Deluxe King Room,19568,Room Only,true,24,3,false,,1418,618,1,0,0,2026-08-20T00:42:30.929Z
cc75c81c-73ca-4fbb-b683-4b94a44ef082,t2,t2,Business traveller,lpc0df6,Fern Colombo,4237595-RO-RFN,King Room,16245,Room Only,true,25,2,false,,1506,680,1,0,0,2026-08-20T00:42:31.005Z
8f08f159-568e-4eb3-b871-89778683060b,t2,t2,Business traveller,lpc0df6,Fern Colombo,4237595-RO-RFN,King Room,16245,Room Only,true,25,2,false,,1127,316,1,0,0,2026-08-20T00:42:31.162Z
5ad40679-2dd0-45a4-a201-49e329e67ca0,t2,t2,Business traveller,lpc0df6,Fern Colombo,4237597-RO-RFN,Deluxe Twin Room,16245,Room Only,true,25,2,false,,2055,390,1,0,0,2026-08-20T00:42:31.176Z
386a2e50-f6d5-4f5d-8326-4d82aa45e1df,t2,t2,Business traveller,lp71118,CityRest Fort,1459617182-RO-RFN,Standard Double Room,11502,Room Only,true,,2,false,,2110,459,1,0,0,2026-08-20T00:42:31.386Z
8225771d-761c-4ff8-b09b-9d7c598f284e,t2,t2,Business traveller,lpc0df6,Fern Colombo,4237597-RO-RFN,Deluxe Twin Room,16245,Room Only,true,25,2,false,,1328,530,1,0,0,2026-08-20T00:42:31.407Z
9a5e81bd-2014-4d20-9cff-a17707c085c1,t2,t2,Business traveller,lp72a36,Best Western Elyon Colombo,513432-RO-RFN,Deluxe King Room,19568,Room Only,true,24,3,false,,1521,726,1,0,0,2026-08-20T00:42:31.436Z
42d3930b-afe2-4d01-bcf9-951e0abd3857,t2,t2,Business traveller,lp857b8,Zylan Colombo,481438-RO-RFN,Executive Room with Jacuzzi - 10% off on Food & Beverage,34557,Room Only,true,60,5,false,,1403,638,1,0,0,2026-08-20T00:42:31.502Z
99c43f3d-ba82-4d57-ae05-279f004d5cd4,t2,t2,Business traveller,lp72a36,Best Western Elyon Colombo,513432-RO-RFN,Deluxe King Room,19568,Room Only,true,24,3,false,,1883,230,1,0,0,2026-08-20T00:42:32.117Z
0520f80a-c24a-4655-9d29-2a5f067a2f1d,t3,t3,Self-funded worker,lp655a9e91,Zest Metropole,4358364-BI-RFN,Deluxe Double Room,26743,Breakfast Included,true,20,5,false,,1219,468,1,0,0,2026-08-20T00:42:32.488Z
4336cb21-3b8e-44c3-bbac-5428dddbbfc8,t3,t3,Self-funded worker,lp655a9e91,Zest Metropole,4358364-RO-RFN,Deluxe Double Room,21223,Room Only,true,20,5,false,,1497,746,1,0,0,2026-08-20T00:42:33.071Z
8f08f159-568e-4eb3-b871-89778683060b,t3,t3,Self-funded worker,lp9855f,Fairway Colombo - Sri Lanka's First Hotel With Robot Technology,1459963988-RO-RFN,Superior Twin Room,28429,Room Only,true,22,5,false,,1488,652,1,0,0,2026-08-20T00:42:33.167Z
cc75c81c-73ca-4fbb-b683-4b94a44ef082,t3,t3,Self-funded worker,lp655a9e91,Zest Metropole,4358364-RO-RFN,Deluxe Double Room,21223,Room Only,true,20,5,false,,1369,566,1,0,0,2026-08-20T00:42:33.169Z
8225771d-761c-4ff8-b09b-9d7c598f284e,t3,t3,Self-funded worker,lpb1537,Shangri-La Colombo,2416733-RO-NRF,Deluxe Lake View King,68781,Room Only,false,42,5,false,,1754,91,1,0,0,2026-08-20T00:42:33.627Z
9a5e81bd-2014-4d20-9cff-a17707c085c1,t3,t3,Self-funded worker,lp65589ffb,MaRadha Colombo,8208286-RO-RFN,Standard Double Room,35408,Room Only,true,27,2,false,,1671,8,1,0,0,2026-08-20T00:42:33.844Z
42d3930b-afe2-4d01-bcf9-951e0abd3857,t3,t3,Self-funded worker,lp81760,The Steuart by Citrus,1459938501-RO-NRF,"Premium Room, City View - Early check-in or late check-out subject to availability",22604,Room Only,false,123,5,false,,913,164,1,0,0,2026-08-20T00:42:33.938Z
3bd95d9a-b8ab-4fbf-b418-5161d2fd2789,t1,t1,Evening walker,lp3e58e,The Kingsbury Colombo,479092-RO-RFN,Superior Room,37025,Room Only,true,23,2,false,,15678,6105,1,0,0,2026-08-20T00:46:27.776Z
9dd24252-07ed-4dd0-90e5-232d69fa71da,t1,t1,Evening walker,lp3e58e,The Kingsbury Colombo,479092-BI-RFN,Superior Room,37797,Breakfast Included,true,23,2,false,,17449,6812,1,0,0,2026-08-20T00:46:28.915Z
227d650f-37e9-452c-9202-56cdf1211036,t1,t1,Evening walker,lp3e58e,The Kingsbury Colombo,479092-RO-RFN,Superior Room,37025,Room Only,true,23,2,false,,17901,8868,1,0,0,2026-08-20T00:46:29.704Z
c18c7e02-f7d6-42ac-af95-3cc7fbcb77da,t1,t1,Evening walker,lp6f007,Clock Inn Colombo,1321691605-BI-RFN,Standard Double Room,13715,Breakfast Included,true,25,2,false,,17485,8252,1,0,0,2026-08-20T00:46:29.775Z
6ef27946-1059-4f47-af9b-d9f75f9801f2,t1,t1,Evening walker,lp81760,The Steuart by Citrus,1459938501-RO-NRF,"Premium Room, City View - Early check-in or late check-out subject to availability",22604,Room Only,false,123,5,false,,18436,7817,1,0,0,2026-08-20T00:46:32.037Z
6f823be1-319b-4587-b625-ce257f1238e6,t1,t1,Evening walker,lp65589ffb,MaRadha Colombo,8208286-RO-RFN,Standard Double Room,35408,Room Only,true,27,2,false,,16719,7196,1,0,0,2026-08-20T00:46:32.181Z
6723965f-aa48-4312-8506-cee7f606a17a,t1,t1,Evening walker,lp71118,CityRest Fort,1459617182-RO-RFN,Standard Double Room,11502,Room Only,true,,2,false,,17890,8917,1,0,0,2026-08-20T00:46:32.251Z
b45064d7-cf4d-4ce7-9f50-9681dc4d9fd8,t1,t1,Evening walker,lpb1537,Shangri-La Colombo,2416743-RO-NRF,Deluxe Lake View Twin,68781,Room Only,false,42,5,false,,20889,10767,1,0,0,2026-08-20T00:46:34.972Z
a76352f5-c602-4fc1-b339-3ddb28b1b76e,t1,t1,Evening walker,lp6e625,Hotel Janaki,479119-BI-RFN,Deluxe Double Room,15319,Breakfast Included,true,14,2,false,,18824,10041,1,0,0,2026-08-20T00:46:35.999Z
0a894a4e-80c4-4415-afac-cedb82d27a07,t1,t1,Evening walker,lp6e625,Hotel Janaki,479119-BI-RFN,Deluxe Double Room,15319,Breakfast Included,true,14,2,false,,15638,6605,1,0,0,2026-08-20T00:46:36.444Z
3bd95d9a-b8ab-4fbf-b418-5161d2fd2789,t2,t2,Business traveller,lp857b8,Zylan Colombo,1461137737-RO-RFN,Deluxe Triple Room,35761,Room Only,true,32,5,false,,17849,8324,1,0,0,2026-08-20T00:46:46.304Z
