query_id,question,hotel_id,hotel_name,price_lkr,rating,star,travel_time_min,amenities,relevance
q36,air conditioned hotels under 40000,lp655a9e91,Zest Metropole,20622.39,4.3,4.0,7.5,Air Conditioning; 24h Front Desk,
q22,really well reviewed places to stay,lp6557c6e0,Granbell Hotel Colombo,26670.09,4.6,4.0,3.1,Air Conditioning; 24h Front Desk,
q20,excellent hotels with rating 4.4 or better,lp67286,Colombo Court Hotel & Spa,29509.78,4.5,4.0,3.2,Air Conditioning; 24h Front Desk,
q24,hotels that guests love,lp6557c6e0,Granbell Hotel Colombo,26670.09,4.6,4.0,3.1,Air Conditioning; 24h Front Desk,
q21,4 star or better hotels,lp72a36,Best Western Elyon Colombo,20398.22,4.2,4.0,12.8,Air Conditioning; 24h Front Desk,
q36,air conditioned hotels under 40000,lp96bf6,Jetwing Colombo Seven,36262.45,4.4,5.0,5.0,Air Conditioning; 24h Front Desk,
q46,highly rated budget stays below 20000,lp81760,The Steuart by Citrus,17299.52,4.2,4.0,5.4,Air Conditioning; 24h Front Desk,
q32,quick access hotels with low commute time,ChIJDeMdNSRZ4joRymwzaUU7Zwk,Fairway Colombo,,4.2,,7.1,Hot Water; 24h Front Desk; Air Conditioning,
q04,luxury 5 star hotels in Colombo,lp102b02,Marino Beach Colombo,30068.21,4.6,5.0,3.9,Air Conditioning; 24h Front Desk,
q50,"best overall hotel: affordable, well rated and quick to reach",lp65774d7d,La Maison de Colombo,110213.15,4.8,4.0,11.0,24h Front Desk; Air Conditioning,
q20,excellent hotels with rating 4.4 or better,ChIJPUmFLhNZ4joRqBRIpk7g1Qk,Hilton Colombo,,4.6,,6.5,Air Conditioning; 24h Front Desk; Hot Water,
q33,hotels that are not stuck in congestion,lpa40ff,Hotel Nippon Colombo,17077.73,3.9,3.0,4.7,Air Conditioning; 24h Front Desk,
q42,luxury 5 star hotels with quick city access,lp1c1ea,Cinnamon Grand Colombo,60548.32,4.7,5.0,4.5,Air Conditioning; 24h Front Desk,
q50,"best overall hotel: affordable, well rated and quick to reach",lp76eba,Radisson Hotel Colombo,27044.21,4.2,4.0,6.8,Air Conditioning; 24h Front Desk,
q48,hotels above 4.5 rating with easy access,lp73ace,The Ocean Colombo - Guaranteed Sea View Rooms,19909.49,3.9,4.0,6.4,24h Front Desk; Air Conditioning,
q03,top-rated hotels in Colombo with a rating above 4.5,lp65774d7d,La Maison de Colombo,110213.15,4.8,4.0,11.0,24h Front Desk; Air Conditioning,
q28,places with the shortest drive from the center,lp73ace,The Ocean Colombo - Guaranteed Sea View Rooms,19909.49,3.9,4.0,6.4,24h Front Desk; Air Conditioning,
q06,well rated hotels with good road access and stable ETA,ChIJ05FiLL5Z4joRjHO4Z-Ea1uk,Cinnamon Grand Colombo,,4.7,,4.5,Air Conditioning; 24h Front Desk; Hot Water,
q27,hotels I can reach quickly even in traffic,lpa0a8a,NH Collection Colombo,64041.49,4.6,5.0,1.6,Air Conditioning; 24h Front Desk,
q32,quick access hotels with low commute time,ChIJIxlaBGlZ4joRCOu-FjV-KDs,Cinnamon Red Colombo,,4.4,,1.7,Air Conditioning; 24h Front Desk; Hot Water,
q12,"somewhere cheap to stay, less than Rs 15000",ChIJ-2jwaXRZ4joRijx-9hZDsUM,Jetwing Colombo Seven,,4.5,,5.0,Air Conditioning; 24h Front Desk; Hot Water,
q15,upscale hotels above 80000 rupees a night,ChIJId3V219Z4joRUrzZ_yfqajo,Marino Beach Colombo,,4.6,,3.9,Air Conditioning; 24h Front Desk; Hot Water,
q11,hotels below 20000 LKR per night,ChIJ-2jwaXRZ4joRijx-9hZDsUM,Jetwing Colombo Seven,,4.5,,5.0,Air Conditioning; 24h Front Desk; Hot Water,
q18,hotels costing at most 50000 LKR,ChIJB0RFo2NZ4joRum8BVRCF28g,Granbell Hotel Colombo,,4.5,,3.1,Air Conditioning; 24h Front Desk; Hot Water,
q47,4 star hotels under 70000 LKR,lp656d40c7,Sheraton Colombo Hotel,52417.38,4.7,5.0,2.5,Air Conditioning; 24h Front Desk,
q26,premium 5 star hotels rated over 4.5,ChIJIxlaBGlZ4joRCOu-FjV-KDs,Cinnamon Red Colombo,,4.4,,1.7,Air Conditioning; 24h Front Desk; Hot Water,
q07,budget friendly hotels that are also easy to reach quickly,lp1c1ea,Cinnamon Grand Colombo,60548.32,4.7,5.0,4.5,Air Conditioning; 24h Front Desk,
q23,high end five star properties,ChIJPUmFLhNZ4joRqBRIpk7g1Qk,Hilton Colombo,,4.6,,6.5,Air Conditioning; 24h Front Desk; Hot Water,
q12,"somewhere cheap to stay, less than Rs 15000",ChIJg5nQ7Ltb4joRV-2u4bOYJJo,Mirage Hotel Colombo,,4.0,,9.0,Hot Water; 24h Front Desk; Air Conditioning,
q06,well rated hotels with good road access and stable ETA,lp656d4b1f,Courtyard by Marriott Colombo,45070.64,4.3,5.0,2.5,Air Conditioning; 24h Front Desk,
q47,4 star hotels under 70000 LKR,lpa0a8a,NH Collection Colombo,64041.49,4.6,5.0,1.6,Air Conditioning; 24h Front Desk,
q45,good hotels under 60000 rated at least 4.4 with low travel time,lp67286,Colombo Court Hotel & Spa,29509.78,4.5,4.0,3.2,Air Conditioning; 24h Front Desk,
q20,excellent hotels with rating 4.4 or better,lp3f0a0,Grand Oriental Hotel,13592.48,3.3,4.0,7.4,Air Conditioning; 24h Front Desk,
q37,hotels with hot water,ChIJP8keRbhb4joRKlyNwAwMUdc,Green Palace Colombo,,3.6,,10.8,24h Front Desk; Air Conditioning; Hot Water,
q37,hotels with hot water,ChIJPUmFLhNZ4joRqBRIpk7g1Qk,Hilton Colombo,,4.6,,6.5,Air Conditioning; 24h Front Desk; Hot Water,
q24,hotels that guests love,lp656d4b1f,Courtyard by Marriott Colombo,45070.64,4.3,5.0,2.5,Air Conditioning; 24h Front Desk,
q03,top-rated hotels in Colombo with a rating above 4.5,lp6557c6e0,Granbell Hotel Colombo,26670.09,4.6,4.0,3.1,Air Conditioning; 24h Front Desk,
q12,"somewhere cheap to stay, less than Rs 15000",ChIJCTk-y-FY4joR5FuWdAYeK_I,Metro Port City Hotel,,3.3,,10.9,Hot Water; 24h Front Desk; Air Conditioning,
q09,premium high quality hotels rated 4.6 or higher,lpa0a8a,NH Collection Colombo,64041.49,4.6,5.0,1.6,Air Conditioning; 24h Front Desk,
q45,good hotels under 60000 rated at least 4.4 with low travel time,ChIJG5Tx5xNZ4joRgaxNnUPfgqI,Oak Ray Colombo City Hotel,,4.7,,7.0,Air Conditioning; 24h Front Desk; Hot Water,
q45,good hotels under 60000 rated at least 4.4 with low travel time,ChIJDeMdNSRZ4joRymwzaUU7Zwk,Fairway Colombo,,4.2,,7.1,Hot Water; 24h Front Desk; Air Conditioning,
q21,4 star or better hotels,lp102b02,Marino Beach Colombo,30068.21,4.6,5.0,3.9,Air Conditioning; 24h Front Desk,
q07,budget friendly hotels that are also easy to reach quickly,lp656d40c7,Sheraton Colombo Hotel,52417.38,4.7,5.0,2.5,Air Conditioning; 24h Front Desk,
q33,hotels that are not stuck in congestion,lp6f005,Renuka City Hotel,24262.1,3.9,4.0,2.3,24h Front Desk; Air Conditioning,
q37,hotels with hot water,lp1c1ea,Cinnamon Grand Colombo,60548.32,4.7,5.0,4.5,Air Conditioning; 24h Front Desk,
q49,"comfortable mid range hotel with good reviews, not too far out",ChIJ-2jwaXRZ4joRijx-9hZDsUM,Jetwing Colombo Seven,,4.5,,5.0,Air Conditioning; 24h Front Desk; Hot Water,
q06,well rated hotels with good road access and stable ETA,ChIJ2f38AMNb4joR8DHB0F5ClVc,The Ocean Colombo,,4.1,,6.3,Hot Water; 24h Front Desk; Air Conditioning,
q15,upscale hotels above 80000 rupees a night,lp65774d7d,La Maison de Colombo,110213.15,4.8,4.0,11.0,24h Front Desk; Air Conditioning,
q34,easily reachable hotels within 8 minutes drive,lp3e58e,The Kingsbury Colombo,35050.54,4.2,5.0,5.4,Air Conditioning; 24h Front Desk,
q11,hotels below 20000 LKR per night,ChIJg5nQ7Ltb4joRV-2u4bOYJJo,Mirage Hotel Colombo,,4.0,,9.0,Hot Water; 24h Front Desk; Air Conditioning,
q13,stays that won't break the bank,lp3f0a0,Grand Oriental Hotel,13592.48,3.3,4.0,7.4,Air Conditioning; 24h Front Desk,
q19,hotels rated at least 4.0,lp65774d7d,La Maison de Colombo,110213.15,4.8,4.0,11.0,24h Front Desk; Air Conditioning,
q09,premium high quality hotels rated 4.6 or higher,ChIJ2e3NszhZ4joRgMEx0M0swC8,Galle Face Hotel,,4.5,,4.0,Air Conditioning; 24h Front Desk; Hot Water,
q23,high end five star properties,lpa2274,Mandarina Colombo,21540.46,4.3,5.0,4.3,Air Conditioning; 24h Front Desk,
q17,cheapest possible accommodation in the city,lp6575aad2,Cinnamon Life at City of Dreams,70897.14,4.6,5.0,4.4,Air Conditioning; 24h Front Desk,
q33,hotels that are not stuck in congestion,lp6557c6e0,Granbell Hotel Colombo,26670.09,4.6,4.0,3.1,Air Conditioning; 24h Front Desk,
q18,hotels costing at most 50000 LKR,lp9855f,Fairway Colombo - Sri Lanka's First Hotel With Robot Technology,28927.59,4.2,4.0,7.1,Air Conditioning; 24h Front Desk,
q38,hotels with a 24 hour front desk,lp656d40c7,Sheraton Colombo Hotel,52417.38,4.7,5.0,2.5,Air Conditioning; 24h Front Desk,
q16,value for money hotels under 40000,lp3f0a0,Grand Oriental Hotel,13592.48,3.3,4.0,7.4,Air Conditioning; 24h Front Desk,
q17,cheapest possible accommodation in the city,ChIJCTk-y-FY4joR5FuWdAYeK_I,Metro Port City Hotel,,3.3,,10.9,Hot Water; 24h Front Desk; Air Conditioning,
q33,hotels that are not stuck in congestion,lp65589ffb,MaRadha Colombo,35640.66,4.8,3.0,6.0,Air Conditioning; 24h Front Desk,
q24,hotels that guests love,lp65774d7d,La Maison de Colombo,110213.15,4.8,4.0,11.0,24h Front Desk; Air Conditioning,
q38,hotels with a 24 hour front desk,ChIJ05FiLL5Z4joRjHO4Z-Ea1uk,Cinnamon Grand Colombo,,4.7,,4.5,Air Conditioning; 24h Front Desk; Hot Water,
q45,good hotels under 60000 rated at least 4.4 with low travel time,lp3f0a0,Grand Oriental Hotel,13592.48,3.3,4.0,7.4,Air Conditioning; 24h Front Desk,
q12,"somewhere cheap to stay, less than Rs 15000",ChIJf5jjgiZZ4joRW1f6vCdi71U,C1 Colombo Fort,,4.4,,7.1,Hot Water; 24h Front Desk; Air Conditioning,
q12,"somewhere cheap to stay, less than Rs 15000",lp741c5,Cinnamon Red Colombo,34365.37,4.5,4.0,0.0,Air Conditioning; 24h Front Desk,
q44,cheap quiet hotels away from traffic under 35000,lp72a36,Best Western Elyon Colombo,20398.22,4.2,4.0,12.8,Air Conditioning; 24h Front Desk,
q09,premium high quality hotels rated 4.6 or higher,ChIJGdojdIZb4joRW--6quQ02HQ,Colombo Hotel,,4.4,,12.3,24h Front Desk; Air Conditioning; Hot Water,
q34,easily reachable hotels within 8 minutes drive,ChIJIxlaBGlZ4joRCOu-FjV-KDs,Cinnamon Red Colombo,,4.4,,1.7,Air Conditioning; 24h Front Desk; Hot Water,
q07,budget friendly hotels that are also easy to reach quickly,ChIJ05FiLL5Z4joRjHO4Z-Ea1uk,Cinnamon Grand Colombo,,4.7,,4.5,Air Conditioning; 24h Front Desk; Hot Water,
q01,cheap budget hotels in Colombo under 25000 LKR a night,ChIJId3V219Z4joRUrzZ_yfqajo,Marino Beach Colombo,,4.6,,3.9,Air Conditioning; 24h Front Desk; Hot Water,
q21,4 star or better hotels,lp9855f,Fairway Colombo - Sri Lanka's First Hotel With Robot Technology,28927.59,4.2,4.0,7.1,Air Conditioning; 24h Front Desk,
q40,"top rated hotels with fast access, rating 4.3 or higher within 6 minutes",lp81760,The Steuart by Citrus,17299.52,4.2,4.0,5.4,Air Conditioning; 24h Front Desk,
q49,"comfortable mid range hotel with good reviews, not too far out",lpa0a8a,NH Collection Colombo,64041.49,4.6,5.0,1.6,Air Conditioning; 24h Front Desk,
q15,upscale hotels above 80000 rupees a night,ChIJ2e3NszhZ4joRgMEx0M0swC8,Galle Face Hotel,,4.5,,4.0,Air Conditioning; 24h Front Desk; Hot Water,
q14,mid-range hotels between 30000 and 60000 LKR,lp65589ffb,MaRadha Colombo,35640.66,4.8,3.0,6.0,Air Conditioning; 24h Front Desk,
q02,very affordable hotels under 18000 rupees,lp3f0a0,Grand Oriental Hotel,13592.48,3.3,4.0,7.4,Air Conditioning; 24h Front Desk,
q15,upscale hotels above 80000 rupees a night,ChIJPz9sxUJZ4joRqbp1iLsl3CU,Juliana Hotel Colombo,,3.3,,2.6,Air Conditioning; 24h Front Desk; Hot Water,
q32,quick access hotels with low commute time,lp6e625,Hotel Janaki,13622.63,4.0,3.0,8.5,24h Front Desk; Air Conditioning,
q49,"comfortable mid range hotel with good reviews, not too far out",ChIJPz9sxUJZ4joRqbp1iLsl3CU,Juliana Hotel Colombo,,3.3,,2.6,Air Conditioning; 24h Front Desk; Hot Water,
q07,budget friendly hotels that are also easy to reach quickly,ChIJ2f38AMNb4joR8DHB0F5ClVc,The Ocean Colombo,,4.1,,6.3,Hot Water; 24h Front Desk; Air Conditioning,
q30,avoid traffic - hotels that are easy to get to,ChIJ05FiLL5Z4joRjHO4Z-Ea1uk,Cinnamon Grand Colombo,,4.7,,4.5,Air Conditioning; 24h Front Desk; Hot Water,
q09,premium high quality hotels rated 4.6 or higher,lp656d4b1f,Courtyard by Marriott Colombo,45070.64,4.3,5.0,2.5,Air Conditioning; 24h Front Desk,
q44,cheap quiet hotels away from traffic under 35000,lp102b02,Marino Beach Colombo,30068.21,4.6,5.0,3.9,Air Conditioning; 24h Front Desk,
q40,"top rated hotels with fast access, rating 4.3 or higher within 6 minutes",ChIJI146xSBZ4joRZ_W0TXLD71Y,Grand Oriental Hotel,,4.0,,7.4,Air Conditioning; 24h Front Desk; Hot Water,
q05,hotels with quick easy access and low travel time from the city,ChIJDeMdNSRZ4joRymwzaUU7Zwk,Fairway Colombo,,4.2,,7.1,Hot Water; 24h Front Desk; Air Conditioning,
q36,air conditioned hotels under 40000,lp65589ffb,MaRadha Colombo,35640.66,4.8,3.0,6.0,Air Conditioning; 24h Front Desk,
q45,good hotels under 60000 rated at least 4.4 with low travel time,lp76eba,Radisson Hotel Colombo,27044.21,4.2,4.0,6.8,Air Conditioning; 24h Front Desk,
q18,hotels costing at most 50000 LKR,lpa40ff,Hotel Nippon Colombo,17077.73,3.9,3.0,4.7,Air Conditioning; 24h Front Desk,
q39,affordable hotels under 30000 rated above 4,ChIJIxlaBGlZ4joRCOu-FjV-KDs,Cinnamon Red Colombo,,4.4,,1.7,Air Conditioning; 24h Front Desk; Hot Water,
q02,very affordable hotels under 18000 rupees,lpa2274,Mandarina Colombo,21540.46,4.3,5.0,4.3,Air Conditioning; 24h Front Desk,
q28,places with the shortest drive from the center,lp656d3aa9,Sofia Colombo City Hotel,25070.04,4.3,4.0,2.0,Air Conditioning; 24h Front Desk,
q48,hotels above 4.5 rating with easy access,lp741c5,Cinnamon Red Colombo,34365.37,4.5,4.0,0.0,Air Conditioning; 24h Front Desk,
q36,air conditioned hotels under 40000,lp6f005,Renuka City Hotel,24262.1,3.9,4.0,2.3,24h Front Desk; Air Conditioning,
q03,top-rated hotels in Colombo with a rating above 4.5,lp102b02,Marino Beach Colombo,30068.21,4.6,5.0,3.9,Air Conditioning; 24h Front Desk,
q39,affordable hotels under 30000 rated above 4,lp656d3aa9,Sofia Colombo City Hotel,25070.04,4.3,4.0,2.0,Air Conditioning; 24h Front Desk,
q40,"top rated hotels with fast access, rating 4.3 or higher within 6 minutes",lp73ace,The Ocean Colombo - Guaranteed Sea View Rooms,19909.49,3.9,4.0,6.4,24h Front Desk; Air Conditioning,
q23,high end five star properties,lp656d3aa9,Sofia Colombo City Hotel,25070.04,4.3,4.0,2.0,Air Conditioning; 24h Front Desk,
q21,4 star or better hotels,lpa40ff,Hotel Nippon Colombo,17077.73,3.9,3.0,4.7,Air Conditioning; 24h Front Desk,
q04,luxury 5 star hotels in Colombo,lpa0a8a,NH Collection Colombo,64041.49,4.6,5.0,1.6,Air Conditioning; 24h Front Desk,
q30,avoid traffic - hotels that are easy to get to,lp741c5,Cinnamon Red Colombo,34365.37,4.5,4.0,0.0,Air Conditioning; 24h Front Desk,
q24,hotels that guests love,lp656d40c7,Sheraton Colombo Hotel,52417.38,4.7,5.0,2.5,Air Conditioning; 24h Front Desk,
q39,affordable hotels under 30000 rated above 4,ChIJ2e3NszhZ4joRgMEx0M0swC8,Galle Face Hotel,,4.5,,4.0,Air Conditioning; 24h Front Desk; Hot Water,
q31,hotels with a stable ETA under heavy traffic,lpa0a8a,NH Collection Colombo,64041.49,4.6,5.0,1.6,Air Conditioning; 24h Front Desk,
q10,affordable well located hotels with fast access under 35000,lpa2274,Mandarina Colombo,21540.46,4.3,5.0,4.3,Air Conditioning; 24h Front Desk,
q04,luxury 5 star hotels in Colombo,lp656d4b1f,Courtyard by Marriott Colombo,45070.64,4.3,5.0,2.5,Air Conditioning; 24h Front Desk,
q31,hotels with a stable ETA under heavy traffic,lpc08f9,Morven Hotel Colombo,21299.64,4.5,4.0,1.4,Air Conditioning; 24h Front Desk,
q02,very affordable hotels under 18000 rupees,lp656d3aa9,Sofia Colombo City Hotel,25070.04,4.3,4.0,2.0,Air Conditioning; 24h Front Desk,
q36,air conditioned hotels under 40000,lp1c1ea,Cinnamon Grand Colombo,60548.32,4.7,5.0,4.5,Air Conditioning; 24h Front Desk,
q07,budget friendly hotels that are also easy to reach quickly,lp6557c6e0,Granbell Hotel Colombo,26670.09,4.6,4.0,3.1,Air Conditioning; 24h Front Desk,
q47,4 star hotels under 70000 LKR,lp1c1ea,Cinnamon Grand Colombo,60548.32,4.7,5.0,4.5,Air Conditioning; 24h Front Desk,
q14,mid-range hotels between 30000 and 60000 LKR,lp6e625,Hotel Janaki,13622.63,4.0,3.0,8.5,24h Front Desk; Air Conditioning,
q31,hotels with a stable ETA under heavy traffic,ChIJ05FiLL5Z4joRjHO4Z-Ea1uk,Cinnamon Grand Colombo,,4.7,,4.5,Air Conditioning; 24h Front Desk; Hot Water,
q32,quick access hotels with low commute time,lp6f005,Renuka City Hotel,24262.1,3.9,4.0,2.3,24h Front Desk; Air Conditioning,
q21,4 star or better hotels,lp741c5,Cinnamon Red Colombo,34365.37,4.5,4.0,0.0,Air Conditioning; 24h Front Desk,
q12,"somewhere cheap to stay, less than Rs 15000",ChIJIxlaBGlZ4joRCOu-FjV-KDs,Cinnamon Red Colombo,,4.4,,1.7,Air Conditioning; 24h Front Desk; Hot Water,
q42,luxury 5 star hotels with quick city access,ChIJG5Tx5xNZ4joRgaxNnUPfgqI,Oak Ray Colombo City Hotel,,4.7,,7.0,Air Conditioning; 24h Front Desk; Hot Water,
q24,hotels that guests love,lp65589ffb,MaRadha Colombo,35640.66,4.8,3.0,6.0,Air Conditioning; 24h Front Desk,
q35,hotels with air conditioning,lp6557c6e0,Granbell Hotel Colombo,26670.09,4.6,4.0,3.1,Air Conditioning; 24h Front Desk,
q40,"top rated hotels with fast access, rating 4.3 or higher within 6 minutes",lp1c1ea,Cinnamon Grand Colombo,60548.32,4.7,5.0,4.5,Air Conditioning; 24h Front Desk,
q20,excellent hotels with rating 4.4 or better,ChIJ2f38AMNb4joR8DHB0F5ClVc,The Ocean Colombo,,4.1,,6.3,Hot Water; 24h Front Desk; Air Conditioning,
q42,luxury 5 star hotels with quick city access,lp6f005,Renuka City Hotel,24262.1,3.9,4.0,2.3,24h Front Desk; Air Conditioning,
q23,high end five star properties,lp6557c6e0,Granbell Hotel Colombo,26670.09,4.6,4.0,3.1,Air Conditioning; 24h Front Desk,
q13,stays that won't break the bank,lp6557c6e0,Granbell Hotel Colombo,26670.09,4.6,4.0,3.1,Air Conditioning; 24h Front Desk,
q47,4 star hotels under 70000 LKR,lpc08f9,Morven Hotel Colombo,21299.64,4.5,4.0,1.4,Air Conditioning; 24h Front Desk,
q09,premium high quality hotels rated 4.6 or higher,lp6557c6e0,Granbell Hotel Colombo,26670.09,4.6,4.0,3.1,Air Conditioning; 24h Front Desk,
q45,good hotels under 60000 rated at least 4.4 with low travel time,lp3ca7d,Ramada by Wyndham Colombo,29343.83,3.7,4.0,3.4,Air Conditioning; 24h Front Desk,
q25,decent hotels rated above 3.8,lp3f0a0,Grand Oriental Hotel,13592.48,3.3,4.0,7.4,Air Conditioning; 24h Front Desk,
q10,affordable well located hotels with fast access under 35000,lpa40ff,Hotel Nippon Colombo,17077.73,3.9,3.0,4.7,Air Conditioning; 24h Front Desk,
q27,hotels I can reach quickly even in traffic,lpb1537,Shangri-La Colombo,68269.97,4.7,5.0,8.3,Air Conditioning; 24h Front Desk,
q22,really well reviewed places to stay,lpa0a8a,NH Collection Colombo,64041.49,4.6,5.0,1.6,Air Conditioning; 24h Front Desk,
q38,hotels with a 24 hour front desk,lp65589ffb,MaRadha Colombo,35640.66,4.8,3.0,6.0,Air Conditioning; 24h Front Desk,
q44,cheap quiet hotels away from traffic under 35000,lp3f0a0,Grand Oriental Hotel,13592.48,3.3,4.0,7.4,Air Conditioning; 24h Front Desk,
q17,cheapest possible accommodation in the city,lp65774d7d,La Maison de Colombo,110213.15,4.8,4.0,11.0,24h Front Desk; Air Conditioning,
q45,good hotels under 60000 rated at least 4.4 with low travel time,lp656d40c7,Sheraton Colombo Hotel,52417.38,4.7,5.0,2.5,Air Conditioning; 24h Front Desk,
q30,avoid traffic - hotels that are easy to get to,lp656d4b1f,Courtyard by Marriott Colombo,45070.64,4.3,5.0,2.5,Air Conditioning; 24h Front Desk,
q49,"comfortable mid range hotel with good reviews, not too far out",lp741c5,Cinnamon Red Colombo,34365.37,4.5,4.0,0.0,Air Conditioning; 24h Front Desk,
q20,excellent hotels with rating 4.4 or better,lpb1537,Shangri-La Colombo,68269.97,4.7,5.0,8.3,Air Conditioning; 24h Front Desk,
q50,"best overall hotel: affordable, well rated and quick to reach",lp8a969,Maniumpathy Hotel,113424.08,4.9,5.0,6.6,Air Conditioning; 24h Front Desk,
q10,affordable well located hotels with fast access under 35000,lpc08f9,Morven Hotel Colombo,21299.64,4.5,4.0,1.4,Air Conditioning; 24h Front Desk,
q03,top-rated hotels in Colombo with a rating above 4.5,lpa40ff,Hotel Nippon Colombo,17077.73,3.9,3.0,4.7,Air Conditioning; 24h Front Desk,
q15,upscale hotels above 80000 rupees a night,ChIJOZCsQWBZ4joR29AzAwfi6zk,Mandarina Colombo,,4.3,,4.4,Air Conditioning; 24h Front Desk; Hot Water,
q45,good hotels under 60000 rated at least 4.4 with low travel time,lp102b02,Marino Beach Colombo,30068.21,4.6,5.0,3.9,Air Conditioning; 24h Front Desk,
q31,hotels with a stable ETA under heavy traffic,lp656d3aa9,Sofia Colombo City Hotel,25070.04,4.3,4.0,2.0,Air Conditioning; 24h Front Desk,
q18,hotels costing at most 50000 LKR,ChIJ05FiLL5Z4joRjHO4Z-Ea1uk,Cinnamon Grand Colombo,,4.7,,4.5,Air Conditioning; 24h Front Desk; Hot Water,
q15,upscale hotels above 80000 rupees a night,ChIJP8keRbhb4joRKlyNwAwMUdc,Green Palace Colombo,,3.6,,10.8,24h Front Desk; Air Conditioning; Hot Water,
q48,hotels above 4.5 rating with easy access,lp656d3aa9,Sofia Colombo City Hotel,25070.04,4.3,4.0,2.0,Air Conditioning; 24h Front Desk,
q10,affordable well located hotels with fast access under 35000,lp73ace,The Ocean Colombo - Guaranteed Sea View Rooms,19909.49,3.9,4.0,6.4,24h Front Desk; Air Conditioning,
q44,cheap quiet hotels away from traffic under 35000,ChIJtZJD3aVb4joROkc91MuElUk,Radisson Hotel Colombo,,4.5,,6.8,Hot Water; 24h Front Desk; Air Conditioning,
q22,really well reviewed places to stay,lp8a969,Maniumpathy Hotel,113424.08,4.9,5.0,6.6,Air Conditioning; 24h Front Desk,
q05,hotels with quick easy access and low travel time from the city,lp8a969,Maniumpathy Hotel,113424.08,4.9,5.0,6.6,Air Conditioning; 24h Front Desk,
q27,hotels I can reach quickly even in traffic,lp656d4b1f,Courtyard by Marriott Colombo,45070.64,4.3,5.0,2.5,Air Conditioning; 24h Front Desk,
q37,hotels with hot water,lp656d3aa9,Sofia Colombo City Hotel,25070.04,4.3,4.0,2.0,Air Conditioning; 24h Front Desk,
q29,hotels with reliable fast road access,ChIJ05FiLL5Z4joRjHO4Z-Ea1uk,Cinnamon Grand Colombo,,4.7,,4.5,Air Conditioning; 24h Front Desk; Hot Water,
q26,premium 5 star hotels rated over 4.5,lpb1537,Shangri-La Colombo,68269.97,4.7,5.0,8.3,Air Conditioning; 24h Front Desk,
q07,budget friendly hotels that are also easy to reach quickly,ChIJId3V219Z4joRUrzZ_yfqajo,Marino Beach Colombo,,4.6,,3.9,Air Conditioning; 24h Front Desk; Hot Water,
q41,budget hotels below 25000 that are easy to reach,lp3f0a0,Grand Oriental Hotel,13592.48,3.3,4.0,7.4,Air Conditioning; 24h Front Desk,
q16,value for money hotels under 40000,ChIJCTk-y-FY4joR5FuWdAYeK_I,Metro Port City Hotel,,3.3,,10.9,Hot Water; 24h Front Desk; Air Conditioning,
q40,"top rated hotels with fast access, rating 4.3 or higher within 6 minutes",ChIJG5Tx5xNZ4joRgaxNnUPfgqI,Oak Ray Colombo City Hotel,,4.7,,7.0,Air Conditioning; 24h Front Desk; Hot Water,
q32,quick access hotels with low commute time,ChIJPUmFLhNZ4joRqBRIpk7g1Qk,Hilton Colombo,,4.6,,6.5,Air Conditioning; 24h Front Desk; Hot Water,
q47,4 star hotels under 70000 LKR,lpa2274,Mandarina Colombo,21540.46,4.3,5.0,4.3,Air Conditioning; 24h Front Desk,
q48,hotels above 4.5 rating with easy access,lpb1537,Shangri-La Colombo,68269.97,4.7,5.0,8.3,Air Conditioning; 24h Front Desk,
q31,hotels with a stable ETA under heavy traffic,lp6f005,Renuka City Hotel,24262.1,3.9,4.0,2.3,24h Front Desk; Air Conditioning,
q29,hotels with reliable fast road access,ChIJ2e3NszhZ4joRgMEx0M0swC8,Galle Face Hotel,,4.5,,4.0,Air Conditioning; 24h Front Desk; Hot Water,
q11,hotels below 20000 LKR per night,ChIJDeMdNSRZ4joRymwzaUU7Zwk,Fairway Colombo,,4.2,,7.1,Hot Water; 24h Front Desk; Air Conditioning,
q04,luxury 5 star hotels in Colombo,lp6574b103,"Amari Colombo, Sri Lanka",39129.87,4.5,5.0,2.8,Air Conditioning; 24h Front Desk,
q15,upscale hotels above 80000 rupees a night,ChIJDeMdNSRZ4joRymwzaUU7Zwk,Fairway Colombo,,4.2,,7.1,Hot Water; 24h Front Desk; Air Conditioning,
q12,"somewhere cheap to stay, less than Rs 15000",ChIJGdojdIZb4joRW--6quQ02HQ,Colombo Hotel,,4.4,,12.3,24h Front Desk; Air Conditioning; Hot Water,
q23,high end five star properties,ChIJCTk-y-FY4joR5FuWdAYeK_I,Metro Port City Hotel,,3.3,,10.9,Hot Water; 24h Front Desk; Air Conditioning,
q10,affordable well located hotels with fast access under 35000,ChIJCTk-y-FY4joR5FuWdAYeK_I,Metro Port City Hotel,,3.3,,10.9,Hot Water; 24h Front Desk; Air Conditioning,
q05,hotels with quick easy access and low travel time from the city,lp6574b103,"Amari Colombo, Sri Lanka",39129.87,4.5,5.0,2.8,Air Conditioning; 24h Front Desk,
q34,easily reachable hotels within 8 minutes drive,ChIJPUmFLhNZ4joRqBRIpk7g1Qk,Hilton Colombo,,4.6,,6.5,Air Conditioning; 24h Front Desk; Hot Water,
q25,decent hotels rated above 3.8,lp6e625,Hotel Janaki,13622.63,4.0,3.0,8.5,24h Front Desk; Air Conditioning,
